name,closest
Lou's Woodfire Pizza,
Troy's Fresh Kitchen & Juice Bar,
Italian Garden Restaurant & Cafe,
Splits Sports Grill & Bar,
Huế Bánh Mì & Phở Cafe,
Luchazie General Store and Restaurant,
Hicks Barbeque,
Fortune Buffet,
Una Vaina Bien Brunch,
Little House Cafe,"[779, 2465]"
Chile Verde Restaurant,[1192]
TOPS Friendly Market,
The Pakalachian Food Truck,"[406, 432, 451, 517, 687, 1054, 2424, 2502, 2882, 2973]"
The Watch House,"[140, 239, 687, 789, 836, 1048, 1056, 1205, 1276, 1397, 1505, 1649, 1726, 2347, 2591, 2910]"
"Chaotic Good: Coffee, Comics and Games",
Johnny's Place,"[333, 1843]"
Pizza sanremo,"[1472, 1864, 2978]"
The Lucky Pig Cocktail Bar,"[43, 172, 854, 1054, 1699, 1822, 2973, 2980]"
Ninja Girl Coffee Company,
Domino's Pizza - London - Chadwell Heath,
Austin Avenue Grill & Sports Bar,
Potteries Tea Room,
Bao Bao House,
Renew Consign & Cafe',
Carlisle Coffee and Sweets,
The Office Sports Bar,"[560, 1087, 1227, 1301, 2115, 2925]"
Super 8,[1971]
El Guadalajara Restaurant,
Mad Mike's Burgers & Fries,
Gallagher's Restaurant,
That 0ne Place (bean),
C&M Crawfish,[890]
Orient Cafe - Chinese Cuisine,
Stanway Colchester,
High Voltage Kingsport,
Main St Coffee & Kitchen,"[21, 1391, 1839]"
Tripitas del Parque,[1279]
Southern Snow,"[413, 490, 2540]"
The Perfect Caper,"[139, 140, 156, 687, 789, 1141, 1227, 1360, 1498, 2039, 2102, 2404, 2475, 2935, 2977]"
Tea Tree Asian Bistro,
My Nook iCafe & Lounge,
Taqueria El Rinconcito Express,"[372, 679, 843, 1104, 2248, 2684]"
Nando's Edinburgh - Chambers Street,
Milford Curry House,[1516]
Colours Cafe & Wellbeing Centre,
Cap'n Cats Clam Bar & Tavern,
Sheridan Livestock Auction Co,
Tub-Tim Thai Restaurant,
The Dotted Daisy,"[110, 247, 348, 789, 836, 1048, 1184, 1505, 1562, 1649, 1712, 1725, 1842, 2232, 2925]"
Cafe Grazie,"[11, 26, 61, 249, 282, 407, 547, 562, 610, 690, 857, 1107, 1375, 1399, 1442, 1544, 1739, 1987, 2352, 2508, 2573, 2615, 2629, 2697, 2709, 2721, 2725, 2776]"
Kefi Streetside Cafe,
The Burger Bunker,"[156, 584, 698, 789, 1317, 1360, 1416, 1419, 2959]"
Delta Sky Club,
Highway Inn Kaka'ako,
Coffeehouse & Deli,"[563, 723]"
Honolulu Poke & Ramen,
Protagonist Cafe,
Joe's Grill Express,
The Hub Sports Bar And Grill,"[303, 420, 854, 1064, 1200, 1206, 1209, 1696, 1822, 2027, 2067, 2642, 2817, 2867, 2973]"
Tony's Place Italian Restaurant and Pizza,
6 Klicks Cafe,
Chava's,
Bird and Cow,
Bon Vino's Bistro & Bakery,
Pine Tavern Restaurant,[1160]
Garcia’z,[248]
Tarboosh Cafe,
The Café Joint,"[315, 519, 687, 765, 789, 1048, 1056, 1205, 1276, 1397, 2250]"
Nantahala Brewing,
Chunkay,
Moshi Moshi Hibachi Express,
Le Cornucopia Café,
Garage Coffee,"[175, 1526]"
Cicada Beauty Bar,
Amici Athens,[1866]
Bar El Atrancon,"[849, 1059, 1311, 2564]"
Noot's Thai To Go,[52]
Las Cabañas Mexican Grill,
The Orange House Wine Bar,"[509, 1941, 2030, 2067, 2867]"
Café on the Abbey,"[200, 365, 1325, 1533, 2702]"
J Bar D Ranch,
China Taste Buffet,"[279, 1366, 2192, 2464, 2550]"
Cafe LaBelle,"[11, 26, 61, 143, 200, 249, 282, 283, 338, 407, 547, 610, 690, 811, 998, 1001, 1375, 1399, 2304, 2520, 2573, 2615, 2629, 2709, 2721, 2725]"
Tans Donuts,[2805]
The Hukilau,"[519, 652, 734, 789, 807, 941, 1048, 1173, 2180, 2322, 2906, 2914]"
Gaylordsville Diner,
La Bocca Pizza Kitchen,
Lolita’s Mexican Food And Such,
Four Points by Sheraton Deadwood,
Jesus Statue,
Fiddlehead Coffee - Miracle Mile,
Skies Place,
City Hut Peri Peri,[2690]
"Speedy Gonzales Tacos, LLC.",
Faye Alford Home,
NW 22 Av & NW 42 St,
Blue Wilderness General Store,"[388, 1614, 2656]"
Kit's Lash & Beauty Bar,
The Corner Bistro & Wine Bar,"[705, 1054, 1064, 1200, 1374, 1490, 1964, 2973]"
Dazbog Coffee Pershing,
No1 Cafe Bridge Street,
The Gourmet Pig,"[404, 789, 1146, 1505, 2385, 2977]"
Mac's Cajun Kitchen,
The Walk In,"[480, 687, 789, 1048, 1205, 1276, 1278, 1658, 1674, 2161, 2242, 2250, 2499, 2723, 2846, 2914]"
Brazilian Acai Bowls and Juice Bar,
Unique Pizza,
TGI Fridays - Eldon Square,
The Shake-N-Dog,"[537, 789, 941, 1048, 1278, 1649, 2229, 2723, 2846]"
301 Wingz,"[311, 833]"
Seasons of Japan,
Shogun Japanese Steakhouse and Sushi,
THE PIZZERIA,"[480, 687, 789, 1048, 1921, 2914, 2977]"
TIA'S Latin Food,
Annabelle's BBQ & Creamery,
La tropicana food truck,
China Q II,"[279, 1366, 2158, 2271, 2464]"
Mi Veracruz Mexican Restaurant inc,
CHC Restaurant & Pizza,
Station One Smokehouse,"[568, 2490]"
Kava Diem,
Submarina California Subs,
Ragazzi Pizza Co,
Kays Quick Shop,
Dixie Meat Center & Catering,
Café Femenino Coffee,"[365, 1325, 1533, 1940]"
Cardo's Pizza of Waverly,
Sweet Mama T's,"[374, 918, 1049, 1655, 1736, 2487]"
Cape Fear Country Club,
Mi Frontera Es Ojinaga,
AK’s Twisted Chicken,
Grille 92,
KC Delights,
Hoyts Catfish Pond Restaurant,
Cosme Cafe,
People First Cafe,
Ragged Mountain Resort,
Royal Jelly Doughnut,"[1512, 2460]"
Double J Restaurant,
Coosa Island Bar and Grill,
Chee-bog,
Andy's Grill & Bar,"[976, 1514]"
Country Coffee Sisters,
Gallardo’s Mexican Restaurant,
Bemus Point Ferry. And Casino restaurant,
Ice Cream Factory,
Eighty Acres Kitchen & Bar,
Middletown Coffee Co,"[259, 2605]"
Stavro's and Sons Fruitland Park,
Nora's @CNY Community Arts,
KFC Dundee Milton - ASDA,
"Elmer's Restaurant (Grants Pass, OR)",
Brewligans Channel,
The Stave,"[139, 284, 480, 537, 687, 734, 789, 1048, 1205, 1276, 1313, 1397, 1649, 2184, 2371]"
Silk 2 Bar & Grill,
AK Alchemist Coffee,
The Boatyard Grill,"[43, 92, 110, 156, 404, 537, 789, 1416, 1562, 1931, 2125, 2331, 2385, 2638]"
Green Sage Café South,[263]
7 Mile Grill,
Kume Kitchen,
SALT Salon Spa Cafe,
Pie In the Sky Pie Co,
"Wendy Fischer, LMFT","[119, 466, 479, 524, 711, 2018, 2031]"
Corner Store Market,
Oak Grove Restaurant,
Taziki's Mediterranean Cafe - Cleveland,[2955]
The Market Maui,"[532, 789, 852, 1048, 1173, 1658, 2180, 2591, 2935, 2977]"
K J's Family Restaurant,
Giovanni Ristorante & Bar Italiano,
Dusty Star Saloon and Smokehouse,
Martini's Organic Restaurant,
Bagel Beanery,
Taqueria el Dolar #5,"[254, 372, 1104, 1686, 1691, 2118, 2482, 2684, 2985]"
Tortilleria El Ranchito,
The Fairwood 226,"[480, 687, 734, 789, 1048, 1205, 1649, 1674, 1921, 2144, 2180, 2344]"
Ming Sushi,
El Jarrito Cafe,
Conway - YGFBFKitchen Restaurant & Catering,
Yee Kee Chinese Restaurant,
Five Senses Coffee House,[1772]
April’s Kusina Filipino Cuisine,
General Reserved Parking | G-1,
La Cocina mexican food,[1882]
Abacela Winery,
Carmella's Fort Mill,"[1460, 2675]"
Hebridean Peat Smoked Coffee,
Salmex Restaurant,
Lanxang Lao Thai Cuisine,
Marquez Snow Cone,
The inside story bookstore and cafe,[635]
Regner’s Tudor Lounge,
Warung Indonesian Halal Restaurant,
"La Storia, Italian Restaurant",[1212]
Neat Bourbon Bar,
Ridge Runner Cafe,
Chinese Cafe 南北和,"[1366, 2192]"
Dwight's Restaurant,
Wild Hog Patio Bar &Grill,[1677]
Wanda's Little Vegas,
Firefly Coffeehouse,
Puerto Rico Café,
Gusto's,[886]
Lyons' Den,
El Trio Mexican Grill,
UP Cafe,
Sharon's,
Yolys Tacos y Más Inc,
blue berry cafe,[495]
Karubees Jamaican Restaurant,
Aqua Reef Euro Asian Cuisine,
Gran Fiesta Mexican Restaurant,[2551]
Azia Marias,
Kaiyo Grill & Sushi,
Friendly Tavern,
Aladdin Mediterranean Restaurant,
Celaya's Mexican Restaurant & Cantina,
Lone Star Oyster Bar,
TwispEats,
Maria's Country Kitchen,
Airport Pub,[2996]
RPlace,
Diva Espresso,
Ding Tea Grand Rapids,
The Lobby Coffee & Leisure,
Dulwich Cafe.,
B-Bar Farm,
Sundees,[1230]
Chums Shrimp Shack,[2005]
Cafe Lokum,"[11, 61, 249, 282, 407, 547, 610, 857, 948, 1001, 1107, 1375, 1544, 1739, 2068, 2159, 2573, 2615, 2697, 2721, 2725]"
Picollo Cafe,
Dude's Steakhouse & Brandin' Iron Bar,
Highland Market,[1329]
Base Trailhead,
McDonald Septic Service,"[904, 1522, 1538, 1993, 2590]"
Off The Cushion Bar and Grill,
Wendy Storevik,"[274, 466, 479, 501, 524, 711, 2515]"
Shamraj Ltd,
Phở Hậu Restaurant,[2527]
Boomerang Coffee Co,
The Gateway Arch,"[105, 110, 239, 687, 789, 1048, 1205, 1397, 1564, 1712, 2475, 2906, 2910, 2923, 2935]"
El Cantaro,"[380, 655, 2999]"
Zero Gravity Brewery,
His Place ( Christan cafe And Book Shop),
Bar Catch,"[815, 849, 1059, 1311]"
Wise Guys of Hammondsport,
"Booths, St Annes",
The Hot Club,"[217, 537, 584, 789, 941, 1333, 1459, 1902, 2161, 2344, 2385, 2723, 2803]"
Amelia's Taqueria,
Poke fish sushi,[2820]
Spice Garden tandoori restaurant,
Osaka Japanese Steak & Lobster house,
Kin's Wok,[2664]
Sylvester's,[2855]
Balance Cafe,
The Lake House at Sylvan Beach,"[25, 1294, 2056]"
The Tattered Toad,"[91, 139, 156, 348, 496, 584, 662, 698, 789, 836, 969, 1087, 1141, 1184, 1252, 1355, 1390, 1416, 1489, 1562, 1586, 1649, 1712, 1725, 2039, 2232, 2475, 2603, 2923, 2925, 2959]"
Tokyo Japan Sushi & Hibachi,
"Wendy Davidson - Financial Advisor, Ameriprise Financial Services, LLC",
JP's Café,
3 Rivers Grill,
Casa García,[954]
El Toro 5 Stars Restaurant & Deli,[2778]
Giovanni's Take-Out Express,
King Of Steak Hoagies,
Firefly Valley Farms Coffee Roasters & Beverage Solutions,
Bat Bar,
Debellation Brewing Co,
Avenue,
The Florence,"[480, 532, 789, 1172, 1278, 1437, 1921, 2039, 2250, 2846]"
Cutts Restaurant,"[279, 1925, 1980, 2651]"
Duck Point Smokehouse Restaurant,
The Cattle Shed,"[64, 92, 140, 156, 239, 247, 268, 348, 532, 537, 687, 789, 836, 1048, 1141, 1276, 1313, 1355, 1397, 1649, 1658, 1842, 2090, 2882, 2906, 2925]"
Dodge Country Club,
Bk's place,
Amelie coffee and cakes,
Perky Grinders,
Cafe Internet,"[11, 26, 61, 200, 407, 547, 610, 690, 811, 857, 1026, 1107, 1375, 1442, 1544, 1739, 1987, 2126, 2495, 2520, 2629, 2702, 2709, 2721, 2725]"
YaYa's Euro Bistro,
Hawkeye Bar & Grill,[870]
Plymouth Avenue Coffee,
Central park cafe,"[47, 198, 358, 1289, 1743]"
All Sport Health & Fitness,
Hendrix Restaurant,
Bella Italia - Telford,"[2374, 2648]"
The Lost Dutchman Taproom,"[303, 369, 406, 1093, 1301, 1941, 2067, 2806]"
Deb's Kitchen,[332]
Lolita's Taqueria,
Fireside Pies,[344]
Franklin Street Cafe and Bakery,[1300]
Bodega Cantina | Birmingham,
Hibachi Grill and Supreme Buffet,[1154]
Restaurant Association Metropolitan Washington,
Heart of Dixie Grill,
Jerry Mcdonald,
Pikasso Swig,
The Angelfish,"[532, 734, 789, 941, 1048, 1278, 1649, 2229]"
B&G Scoops,
Old Trails,
Bella Roma Italian Food,[2359]
La Campana,
Mesón Cafe,
Taqueria La Herradura Edinburg,[2985]
U Pick 6 Public House,
Losey & Redfield,
Little Waitrose At Shell Whyteleafe,
Apizza Grande Bethany,
Mission Hill Coffee & Creamery,
Colombini's Pizza & Deli,
Scampi Grill,
The Cowboy Grill,"[247, 404, 734, 789, 924, 1146, 2178, 2232, 2322, 2475, 2638, 2803]"
De La Tierra Restaurant,
Plant Power Cafe,
Izziban Sushi,
Sunny's Pizza & Wings,
34 Chophouse,
Pizza Palazzo,"[1472, 1864, 2037, 2093, 2956]"
"Christina's Pizza & Subs, LLC",
Pizza King of Medaryville,
Hustons Restaurant,[774]
Squid Ink Eclectic Eats and Drinks,
Hangar Bar and Grill,
Adolfos,
Bold City Grill,
Gulf To-go,
The Atomic Place,"[64, 140, 239, 315, 404, 532, 687, 789, 1313, 2475, 2906]"
Alpha Omega Grill & Bakery,
Bacon BIT Grill,
Armbar and Grill,
The Perk Coffee Shop & Cafe,"[25, 451, 1508, 2089, 2115]"
Playfair's Restaurant and Steakhouse,
Old Dad’s Restaurant At Chestatee,
"California Fish Grill - Mesa, AZ",
Kazmicks Restaurant,
Haefner Wendy S DDS,
Koo Chesterfield,
Mogal E Azam Indian Restaurant Nottingham,
Cafė 53,"[11, 365, 547, 1325, 1533, 2725]"
Beese's Depot Cafe,
Rollup Ice Cream & Tea - Gull Road,
Chang Thai & Chinese Cuisine,[1698]
Sara Thai Restaurant,[1914]
Jones County Local,
Alumni Sports Bar & Grill,
White Heron Tea & Coffee,
El Borincano Restaurant,[1494]
The Affluential Restaurants,"[144, 1200, 1574, 1771, 2038]"
Krab Kingz Conway,
Jeanne Rose Sports Bar,
The Purple Cow Restaurant,"[406, 1206, 1227, 1922, 1941, 2067, 2089, 2360, 2542, 2973]"
Poughkeepsie Underwear Factory,
Venue Bar and Nightclub,
Ellettsville Pizza Pantry,
Asador Patagonia,
Baxter St Cafe,
Adairsville Coffee Co,
Bayou la Roux,
Mean-Eyed Cat Bar,
Baudean's Seafood Restaurant and Bar,
Kemp 208,
Heart & Soul Café,[750]
Meraki,
Mumbles Pub,
Pronto's,
Jalapeño Mexican Restaurant,
Landmark Baptist Church,
Rachel's Hi-Way Cafe,[2687]
Sidestreet Pizza & Pasta,
Dukes Cafe Bar Glossop,
Preston Eats,
AnnLe's Nail Bar,
Hay Bar,
Joey Bag A Donuts,
Kandi Kafé,
Jinja Bar & Bistro NE Heights,
Sweetwaters at Landalls,[918]
Plumpd Injectables and Beauty bar,
Cara Mia's,[2675]
Epping pizza,
Nana's Soulfood,[1687]
Spring Street Deli & Pizzeria,
Bantam Coffee Roasters (formerly Eighty-Two Cafe),
Thumbs Up Diner - Austell,
Mim's Bar & Grill,
Cooley's Stone House Tavern,
Royal Court,"[1512, 2213]"
Pittsfield Cafe,
Spanish Pavillion,
Mina's Market and Nutrition Hub,
China Buffet King,"[1366, 2158, 2192]"
Little Beast Cafe & Bistro,[2086]
Las Micheladas Sushi and Bar,
Moonshot Brewing Pub at the Park,
Oregon Coffee & Tea,
Hide Away Cafe,
Black Sheep Pub and Grill,
Encore Cafe,[2939]
"Holiday Inn Wilkes Barre - East Mountain, an IHG Hotel",[1217]
"Mr B's Dairy Bar, LLC",
Ginger Ale's Olney,
The Country Palace,"[239, 247, 315, 334, 404, 537, 751, 789, 1360, 1564, 2115, 2315, 2331, 2385, 2400, 2803, 2806, 2935, 2947]"
Settles Grill,
Dirty Dan Harris Steakhouse,
Bengal Cafe,[456]
Sarina's Pizza & Restaurant,
Fire Mountain Grill,
Beckham's B & M Bar B Que- North Randall,[818]
Taqueria chalia's,"[254, 372, 1104, 1686, 1691, 2248, 2684, 2985]"
Haiku,
Hack-Ma-Tack Inn,
IM Thai Cuisine,
Sagal Restaurant & Cafe,
Sweet Magnolia Bakery & Cafe,"[918, 1049, 1583, 2203]"
Kouri's Pub,
Giant Manhattan Pizza,
Station One,"[297, 568, 2195]"
Crazy Lemon,[2609]
Sunrise burritos,[1924]
La bahia Restaurant,[1032]
Shell Seekers,
Cafe India Merchant City,"[11, 547, 2352, 2685, 2725]"
Lucerne Euro Market & Bistro,
Cheezie's Cafe,
The Roundabout - Rockwall,"[55, 705, 751, 1018, 1134, 1240, 1390, 2030, 2603, 2806]"
The Link Hotel,"[89, 247, 315, 334, 404, 424, 789, 1054, 1146, 1658, 1674, 1842, 1921, 2144, 2180, 2638, 2914, 2959]"
The Berry Patch Restaurant,"[275, 369, 1200, 1206, 1209, 1420, 1941, 2067, 2094, 2542, 2642, 2973, 2980]"
The Skybox Daiquiri Bar and Bistro,
The Old Mill Retreat Cafe,"[432, 615, 792, 1420, 1575, 2089, 2360, 2806]"
Allie Katz Bar And Grill,
Wasab Steak House & Sushi,
Isabali Bath Cafe,
Z Bar & Grill,
Mixed Grill Catering,
Cafe Riverside,"[11, 26, 61, 143, 547, 562, 610, 690, 857, 1107, 1375, 1399, 1442, 2016, 2126, 2520, 2697, 2709, 2721, 2725]"
Frenier Landing Restaurant and Oyster Bar,
Resses's Pieces Park Cafe,
Sheffield Cafe,
DUNKIN' The Xchange,
B52 Café,
Greenstein & McDonald,
Wendy Buxton,"[274, 465, 466, 501, 524, 2018, 2031, 2311]"
Fred's Soul Food Restaurant,[1647]
The Nutrition Den Caddo River,"[502, 2571, 2987]"
Erika's Cafe & Restaurant,
Cougarz Sports Bar,
Cafe with Soul,"[11, 26, 61, 143, 249, 282, 283, 407, 547, 562, 610, 811, 857, 1001, 1107, 1375, 1399, 1442, 1544, 1987, 2068, 2159, 2352, 2508, 2573, 2615, 2629, 2697, 2721, 2725]"
Fino Lounge,
Fintans Fish & Chip Co.,
Panama Bay Coffee Co.,
Splash Bar Modesto,
Bricks at Campau Corner,
Phở Quang Trung Restaurant,
Phở Vân Restaurant,[2313]
Teezer's Coffee House,
Five Points Inn,"[1413, 2916]"
National Trust - Crook Hall Gardens,
Trinity Donuts,
Panekes bakery,
Live Café,[657]
Cenex ProVision Partners,
Maggie's Hangar @ James Burtons Rock and Roll Cafe,
Sweet Beans Midtown Sound Cafe,
Ann & Tony's,
Hoburne Cafe,
Nando's Dover - St James,
South Side Diner,"[499, 2114]"
No 1 Restaurant,
The Pursuit Wine Bar & Kitchen,"[406, 535, 578, 2030, 2038, 2424, 2500, 2930]"
Greenbush Garden Bistro,
Asda Pudsey Supercentre,"[1210, 1589]"
Ginger Palace Pan Asian Cuisine,
Foster's Presque Isle On the Run,
Henniker Junction Restaurant (closed),
GiGi's Genesis Health Bar,
Bella Bar Beauty & Tanning Salon,
China Fortune Restaurant,"[279, 512, 1192, 1366, 2158, 2643, 2960, 2961]"
Grand China Chinese Restaurant,
RSPB Newport Wetlands,
Woodlands Park Club & Restaurant,
Bloom Coffeehouse & Eatery,
La Bonne Bouchee Patisserie & Cafe,
Marion Grille,
Hotel Weyanoke,
Revere Restaurant,
Restaurant Bar La Cañada,"[115, 805, 1615, 2015, 2904]"
Pho Belwood,[720]
Morning Times,[677]
KITA MODERN JAPANESE,
Fizzlestix,
Bar 61 Restaurant,"[46, 636, 849, 1059, 1311, 1358, 1386, 2152]"
StreetSide Grill & Bar,
West Congress Street & Taco Bell (Outbound),
Talk N Coffee,
Pitman Roger Home Loans & Realtor,
Bello Rotisserie and Grill kabab and steak,
Just Eat.Co.Uk,
The Reading Room coffee house,"[268, 502, 792, 1209, 2642, 2712, 2817]"
Fifth Street Bagelry,
Cafe Zeus,"[11, 26, 61, 143, 249, 282, 283, 407, 547, 562, 610, 811, 857, 864, 948, 998, 1107, 1375, 1442, 1488, 1544, 1739, 1987, 2068, 2126, 2159, 2304, 2520, 2615, 2629, 2697, 2721, 2725]"
Fish & Chips Aberaeron Llond Plât,
Jericho Coffee & Company,
Club Manchu,
Crab Bag,
La Nota Latin Street Food - Venezuela Food,
Java Dawg Coffee,[482]
Spoonholder Cafe,
Lori's Kountry Kafe,
Origlio’s Wagon Wheel Restaurant,
Tolon,
Cushman Market & Cafe,
Pure Fusion,
Ford's Garage Ft. Myers,
Mr. Ed's Bar & Grille,
Serrano's Street Tacos & Bar,
Sub King Plus,
McDonald Outlet,"[904, 1522, 1538, 1993, 2309]"
The Market 66 Chowhouse,"[1173, 2090, 2242]"
Lil Darlings,[726]
Gastro Health,
Signatures Bar and Grill,
Playa Azul mexican restaurant,
J T's BBQ,
Nam Thanh Restaurant,
Roma Italian & Greek restaurant,
Blue Martini Lounge,
Darby's Joy,
Snowhite Drive In,
Maydan,
The House Downtown Bar,"[55, 751, 1134, 1184, 1562, 2030, 2331, 2498]"
DeCarlo’s Italian Cafe,
Middleton Diner,"[259, 2223]"
Farmer Brown,
Georgia Boy’s Roadside BBQ,
Showwin Japanese cuisine Southampton,
Crazy Hibachi,[2491]
Big Cheese Pizza - W Columbia,
Jibaro Latin Restaurant,
Golden Chef Chinese Restaurant,
Monique's Kitchen,
The Coffee Station LLC,"[615, 705, 717, 751, 765, 1200, 1562, 1574]"
Cafe Lpha,"[11, 26, 143, 249, 282, 283, 407, 547, 562, 610, 811, 857, 948, 1001, 1107, 1375, 1442, 1544, 1739, 1987, 2016, 2068, 2126, 2159, 2304, 2520, 2573, 2629, 2697, 2709, 2721, 2725]"
Ursa Major Bistro & Coffee Shop,
Sabaidee Thai & Sushi Bar Concord,[712]
Leif Tearooms,
Ipanema Café,
Moon star Asian Bistro,
Ikigai Coffee,
Alliance Cafe,
Ike's Restaurant,[636]
Mama Lou's Restaurant,
The Apartment Lounge,"[789, 941, 1437, 1858]"
Lushus Bar & Grill,
Silk Rd Restaurant Heswall,
The Nutty Java,"[110, 789]"
Cafe central,"[11, 26, 61, 200, 249, 282, 283, 338, 407, 547, 610, 690, 811, 857, 998, 1026, 1107, 1375, 1399, 1544, 1987, 2016, 2068, 2126, 2159, 2352, 2520, 2573, 2615, 2697, 2702, 2709, 2721, 2725]"
Peppers Mexicali Cafe,
Vista Verde Partners,
Dunn Brothers Coffee - Eatery,
Anderson's General Store,[8]
Coffee Cup Ruinz,"[563, 723, 1136, 1613]"
Frontier Relics & Auto Museum,
Newton Park Service Station,
Olio,
The New York Grill,"[789, 1416, 2232, 2385, 2499, 2846, 2959]"
Red Maple Country Club,
Whittles Plaza,
"Guadalajara Grill Fiesta, Tucson's Best Mexican Restaurant",
The Garden Bar & Restaurant,"[25, 144, 275, 406, 1200, 1209, 1941, 1964, 2027, 2067, 2089, 2135, 2500, 2571, 2806, 2867, 2973]"
Chenoa Family Restaurant,[18]
Grumpy's Grind,
Cousteau's Waffle and Milkshake Bar,
Golden Eats Cafe and Bakery,
Fresh Ginger fusion,[255]
Bella Italia - Lancaster,"[2359, 2374]"
Waterzooi Belgian Bistro & Oyster Bar,
Lunds Corner Bar,
C T I Restaurants,[2345]
Arthur's Prime Steakhouse,
Avalar mexican food,
Brooklyn Pie Co.,
Country Club Hills,"[231, 392]"
Blue Caribbean Bar & Lounge,"[388, 1352, 1614, 2173]"
Barre Country Diner,"[849, 1059, 1311]"
Cubana Tapas Bar,
Eastern buffet,
Gyros King Grill,
Brown Butter Creperie and Cafe,
Revival Eastside Eatery,
Mama Mia's Pizzeria,
King Wok 47,[2327]
San Francisco Deli,
Dawg Ugly,
Soda Bomb Shack,
Taco el albur,"[473, 1854]"
Moe's Darrington,
Wolf Bay Restaurant at Orange Beach,
Sip Coffee House Lakeside,
Sammy's Slots Video & Gaming Cafe,
Labyrinth Bar & Kitchen,
Aio Wireless,
Carm's,"[1460, 2260, 2452]"
Miller Cafe,
Feomech Bowl Kitchen,
TAT Ristorante Di Famiglia,
Rener's Snowcone & Snack Shop,
The Kitchen at Abeja,"[789, 1562, 1696, 1847, 1931, 2038]"
Guido's Burritos Mexican Wood Fired Grill & Tequila Cantina,
naz coffee shop,
Septembers Taproom & Eatery,
TAQUERIA EL TODO BIEN,"[254, 372, 1104, 1686, 1691, 2118, 2248, 2482, 2985]"
Cafe 21 University Heights,"[11, 547, 1026, 1375, 1442, 2721, 2725]"
Pita Jungle - Park West,
Rachel's Whistle Stop Cafe,[2441]
Raw Smoothie Co. - SOG,
Dian’s Place (Burger Shak),
City Subs,[2169]
Dinè restaurant,[636]
Lake Striker RV Park Restaurant and Marina,
Vincenzo's Cafe And Bakery,
Veggie Fellas,
Stix & Steins,
Lickin Good Donuts-Gulf Shores,
Cafe Corsaro,"[11, 26, 61, 282, 283, 338, 407, 547, 562, 610, 690, 857, 1375, 1399, 1544, 1987, 2068, 2126, 2304, 2508, 2520, 2573, 2615, 2629, 2709, 2721, 2725, 2776]"
Margie & Ray's Crabhouse and Restaurant,
Jumbo Joe’s,
MAY KITCHEN + BAR,[2875]
HOKI Japanese Restaurant,
Cafe on the Beach,"[11, 200, 283, 547, 610, 1375, 1987, 2156, 2352, 2629, 2725]"
Regis Club,
Los Primos - Mexican Restaurant,
Sharifa’s Hookah Bar & Lounge,
Leroy Hill Coffee Co,
Ichiban Asian Bistro & Go -Madison,
Rossilli's Restaurant,
Cafe tropicali,"[11, 26, 143, 249, 283, 407, 547, 562, 610, 690, 811, 857, 1001, 1107, 1375, 1399, 1739, 1987, 2016, 2126, 2159, 2352, 2520, 2615, 2629, 2697, 2725]"
Jaipur Indian Cuisine,
Mei Kitchen Chinese Takeaway,
The Drovers Cafe & Restaurant,"[25, 1200, 2038, 2067, 2571, 2867, 2973]"
Rice Garden restaurant,
D's Eats & Sweets,
Concord Tandoori Restaurant Ltd,
2 Many Chiefs Concessions and Catering,
Ferro's Famous Ny Pizza,
Front Street Snack Bar,
Kusina Filipino Restaurant and Gourmet,
Caffe Pinguini Italian Restaurant,
Cafe Aurs,"[11, 26, 61, 143, 249, 282, 283, 407, 547, 562, 610, 811, 857, 864, 948, 998, 1026, 1107, 1375, 1442, 1544, 1739, 1987, 2016, 2068, 2126, 2159, 2304, 2352, 2508, 2520, 2573, 2615, 2629, 2685, 2697, 2725, 2776]"
Manny's Greek Grill,
the pocket,"[43, 217, 239, 334, 480, 537, 687, 789, 1048, 1333, 2180, 2184, 2322, 2914]"
Foggy's Steakhouse & Lounge,
&Cafe,"[11, 19, 26, 61, 143, 200, 249, 282, 283, 365, 407, 547, 562, 610, 690, 811, 857, 948, 998, 1001, 1026, 1107, 1325, 1375, 1399, 1442, 1488, 1533, 1544, 1739, 1987, 2016, 2068, 2126, 2159, 2304, 2352, 2412, 2495, 2508, 2520, 2573, 2615, 2629, 2685, 2697, 2702, 2709, 2721, 2776, 2918]"
Grub & Pub,
Backstreet Grub,[1976]
Megpies Bakery & Cafe,
Rookies Sports Bar & Grill (Huntley),
Mimo's Pizzeria,
Possum Holler Cafe & Catering,
Zizzi - Whitstable,
3 Reinas Taqueria,
Cottage Bakery,
Drinks From The Cup,
"Pit, Smokehouse, Bbq",
Oficinas Domino's Pizza,
Olé Mexican Eats,
BONE’S Coffee Bar & Eatery,
Emerald China Restaurant,
Tips,
Fly Away Café & Gift Shop,
Candy Bar Ranch,
78 Foster Restaurant & Bar,
Scoops & Grinds,
Caroline Cafe,"[540, 1005]"
Road Crew,
Hooters of King of Prussia,
Chroma Café and Bakery,
Tavistock Restaurant Collection,
Charlie Brown's Bar,[454]
AN Donuts,
Delfini Room,
Romany Jones Cafe & Takeaway,
Melrose Cricket Club,
Wendys pet Grooming,"[465, 466, 711]"
Bixby Plaza Cafe,
Thai House of Bloomington IL,
Espresso Café,[930]
Market at Glen Mor,[996]
Bottles Wine Bar,
Bitter Rose Coffee Bar,
Americana Kitchen & Bar,[1906]
Waterlines Heritage Centre,
Sandy Bar and Grill,
Cinemark Hollywood 16 and XD,
S 212th St & 68th Ave S,
